material_id,material_name,material_application,climate_zone,durability_requirement,budget_constraint,supplier_name,availability_status,lead_time_days,project_type,project_specifications_match_score,sustainability_focus,supplier_contact_number
MAT2614,Recycled Plastic,Insulation,Mountain,5-10 years,Standard,Supplier_68,Out of Stock,56,Roads and highways,0.95,Eco-friendly,+91 7549116721
MAT2615,Polycarbonate,Facade,Mountain,10-25 years,Luxury,Supplier_14,Limited,28,Commercial,0.46,Standard,+91 8073534258
MAT2616,Acrylic,Facade,Mountain,50+ years,Luxury,Supplier_46,In Stock,41,Industrial plants,0.32,Standard,+91 9553802633
MAT2617,Foam,Decorative,Dry,50+ years,Premium,Supplier_50,Out of Stock,35,Marine structures,0.83,Eco-friendly,+91 9224117961
MAT2618,Rubber,Facade,Rural,50+ years,Economy,Supplier_25,Limited,42,Tunnels,0.33,Eco-friendly,+91 8713885374
MAT2619,Other,Flooring,Cold,25-50 years,Standard,Supplier_91,In Stock,12,Residential,0.47,Eco-friendly,+91 9064495443
MAT2620,Limestone,Facade,Mountain,10-25 years,Premium,Supplier_78,Limited,24,Commercial,0.01,Standard,+91 8082914235
MAT2621,Marble,Insulation,Rural,25-50 years,Standard,Supplier_87,Limited,14,Marine structures,0.95,Standard,+91 9193943710
MAT2622,Paint,Other,Humid,25-50 years,Standard,Supplier_54,Limited,6,Roads and highways,0.66,Standard,+91 9458310307
MAT2623,Granite,Facade,Urban,25-50 years,Economy,Supplier_72,In Stock,33,Industrial plants,0.6,Eco-friendly,+91 7818119199
MAT2624,Copper,Facade,Moderate,25-50 years,Premium,Supplier_56,In Stock,32,Tunnels,0.6,Eco-friendly,+91 7103766984
MAT2625,Ceramic Tile,Decorative,Mountain,10-25 years,Economy,Supplier_79,In Stock,21,Bridges,0.21,Standard,+91 9340848713
MAT2626,Adhesive,Finishing,Rural,50+ years,Standard,Supplier_86,In Stock,37,Marine structures,0.28,Eco-friendly,+91 9450871641
MAT2627,Brick,Decorative,Humid,25-50 years,Economy,Supplier_50,Out of Stock,58,Bridges,0.67,Eco-friendly,+91 9224117961
MAT2628,Wood,Facade,Rural,10-25 years,Luxury,Supplier_57,Out of Stock,37,Residential,0.08,Standard,+91 9189872626
MAT2629,Clay,Other,Urban,5-10 years,Premium,Supplier_23,Limited,29,Airports,0.45,Eco-friendly,+91 9315879498
MAT2630,Fiber,Other,Other,50+ years,Luxury,Supplier_64,Out of Stock,10,Airports,0.38,Standard,+91 7136693152
MAT2631,Glass,Structural,Dry,50+ years,Standard,Supplier_11,Out of Stock,32,Marine structures,0.9,Eco-friendly,+91 7562411160
MAT2632,Cement,Flooring,Urban,5-10 years,Economy,Supplier_91,Limited,24,Industrial plants,0.42,Eco-friendly,+91 9064495443
MAT2633,Steel,Facade,Mountain,25-50 years,Economy,Supplier_54,Out of Stock,45,Roads and highways,0.41,Eco-friendly,+91 9458310307
MAT2634,Aluminum,Facade,Dry,10-25 years,Economy,Supplier_68,Out of Stock,11,Marine structures,0.13,Eco-friendly,+91 7549116721
MAT2635,Gypsum,Finishing,Dry,50+ years,Standard,Supplier_19,Limited,53,High-rise buildings,0.86,Standard,+91 7314006623
MAT2636,PVC,Flooring,Coastal,25-50 years,Premium,Supplier_83,Limited,37,Bridges,0.64,Standard,+91 8349419107
MAT2637,Bitumen,Other,Cold,25-50 years,Luxury,Supplier_52,In Stock,43,Residential,0.38,Eco-friendly,+91 9350399941
MAT2638,Asphalt,Facade,Hot,25-50 years,Premium,Supplier_78,In Stock,51,Bridges,0.46,Eco-friendly,+91 8082914235
MAT2639,Sandstone,Decorative,Rural,5-10 years,Premium,Supplier_79,Out of Stock,11,Roads and highways,0.76,Standard,+91 9340848713
MAT2640,Concrete,Facade,Urban,10-25 years,Premium,Supplier_62,Out of Stock,10,Roads and highways,0.39,Standard,+91 9124597330
MAT2641,Plaster,Decorative,Industrial,5-10 years,Luxury,Supplier_87,In Stock,21,Industrial plants,0.68,Standard,+91 9193943710
MAT2642,Vinyl,Decorative,Cold,50+ years,Premium,Supplier_4,In Stock,35,Industrial plants,0.64,Eco-friendly,+91 9985896477
MAT2643,Laminate,Finishing,Cold,5-10 years,Premium,Supplier_29,Limited,39,Bridges,0.19,Eco-friendly,+91 8289363518
MAT2644,Bamboo,Decorative,Hot,5-10 years,Economy,Supplier_81,Limited,4,Infrastructure,0.12,Standard,+91 8900263885
MAT2645,Recycled Plastic,Decorative,Cold,10-25 years,Economy,Supplier_8,In Stock,41,Bridges,0.09,Eco-friendly,+91 8464226483
MAT2646,Polycarbonate,Structural,Hot,10-25 years,Economy,Supplier_88,Out of Stock,33,Tunnels,0.15,Standard,+91 7610179969
MAT2647,Acrylic,Structural,Mountain,10-25 years,Economy,Supplier_15,Limited,41,Commercial,0.72,Eco-friendly,+91 9855764195
MAT2648,Foam,Insulation,Moderate,50+ years,Luxury,Supplier_87,Out of Stock,43,High-rise buildings,0.76,Eco-friendly,+91 9193943710
MAT2649,Rubber,Structural,Cold,5-10 years,Economy,Supplier_76,Out of Stock,59,High-rise buildings,0.37,Eco-friendly,+91 7852225914
MAT2650,Other,Insulation,Dry,50+ years,Economy,Supplier_70,Out of Stock,50,High-rise buildings,0.34,Eco-friendly,+91 8533177088
MAT2651,Limestone,Structural,Dry,50+ years,Economy,Supplier_64,Limited,52,Marine structures,0.36,Eco-friendly,+91 7136693152
MAT2652,Marble,Facade,Industrial,25-50 years,Economy,Supplier_13,Limited,21,Marine structures,0.47,Standard,+91 8348536286
MAT2653,Paint,Finishing,Dry,50+ years,Standard,Supplier_49,Limited,44,High-rise buildings,0.57,Standard,+91 7981454092
MAT2654,Granite,Other,Industrial,50+ years,Economy,Supplier_89,Limited,42,Residential,0.73,Eco-friendly,+91 9969226517
MAT2655,Copper,Insulation,Dry,25-50 years,Premium,Supplier_4,Limited,54,Residential,0.31,Standard,+91 9985896477
MAT2656,Ceramic Tile,Facade,Hot,5-10 years,Economy,Supplier_52,Out of Stock,43,Residential,0.65,Eco-friendly,+91 9350399941
MAT2657,Adhesive,Decorative,Other,5-10 years,Standard,Supplier_27,In Stock,39,Industrial plants,0.2,Standard,+91 8524779487
MAT2658,Brick,Facade,Moderate,5-10 years,Standard,Supplier_13,In Stock,46,Roads and highways,0.95,Eco-friendly,+91 8348536286
MAT2659,Wood,Other,Industrial,25-50 years,Economy,Supplier_44,Limited,34,Infrastructure,0.6,Eco-friendly,+91 9090351901
MAT2660,Clay,Facade,Industrial,10-25 years,Premium,Supplier_52,Out of Stock,34,Airports,0.91,Eco-friendly,+91 9350399941
MAT2661,Fiber,Structural,Hot,5-10 years,Luxury,Supplier_23,Out of Stock,44,Marine structures,0.52,Standard,+91 9315879498
MAT2662,Glass,Facade,Mountain,50+ years,Standard,Supplier_99,Limited,42,Infrastructure,0.73,Eco-friendly,+91 7026320860
MAT2663,Cement,Structural,Coastal,5-10 years,Standard,Supplier_18,In Stock,11,Infrastructure,0.41,Eco-friendly,+91 8911997440
MAT2664,Steel,Finishing,Urban,10-25 years,Premium,Supplier_75,Limited,45,Marine structures,0.77,Eco-friendly,+91 7255077357
MAT2665,Aluminum,Structural,Moderate,50+ years,Luxury,Supplier_48,In Stock,50,Tunnels,0.56,Standard,+91 9115647592
MAT2666,Gypsum,Other,Moderate,5-10 years,Luxury,Supplier_20,In Stock,46,Residential,0.67,Standard,+91 7796737492
MAT2667,PVC,Structural,Cold,5-10 years,Standard,Supplier_74,In Stock,1,Tunnels,0.67,Standard,+91 7134476577
MAT2668,Bitumen,Structural,Industrial,50+ years,Economy,Supplier_23,Out of Stock,34,Bridges,0.39,Standard,+91 9315879498
MAT2669,Asphalt,Other,Other,10-25 years,Economy,Supplier_81,Limited,43,Airports,0.66,Standard,+91 8900263885
MAT2670,Sandstone,Decorative,Mountain,50+ years,Premium,Supplier_18,Limited,16,Roads and highways,0.36,Eco-friendly,+91 8911997440
MAT2671,Concrete,Structural,Other,5-10 years,Economy,Supplier_47,In Stock,10,Bridges,0.9,Standard,+91 7383612833
MAT2672,Plaster,Facade,Urban,5-10 years,Premium,Supplier_3,In Stock,30,High-rise buildings,0.78,Standard,+91 9511694911
MAT2673,Vinyl,Other,Other,5-10 years,Luxury,Supplier_37,In Stock,2,Residential,0.41,Standard,+91 9513313120
MAT2674,Laminate,Insulation,Humid,50+ years,Premium,Supplier_8,In Stock,21,Infrastructure,0.44,Eco-friendly,+91 8464226483
MAT2675,Bamboo,Other,Other,10-25 years,Standard,Supplier_16,In Stock,58,Residential,0.26,Standard,+91 8065031990
MAT2676,Recycled Plastic,Insulation,Industrial,50+ years,Economy,Supplier_53,In Stock,54,High-rise buildings,0.83,Eco-friendly,+91 7870047913
MAT2677,Polycarbonate,Decorative,Mountain,5-10 years,Standard,Supplier_28,Out of Stock,53,Roads and highways,0.24,Eco-friendly,+91 8232645989
MAT2678,Acrylic,Structural,Moderate,5-10 years,Economy,Supplier_11,Limited,8,Bridges,0.51,Standard,+91 7562411160
MAT2679,Foam,Flooring,Cold,10-25 years,Luxury,Supplier_79,Out of Stock,1,High-rise buildings,0.3,Eco-friendly,+91 9340848713
MAT2680,Rubber,Flooring,Cold,10-25 years,Luxury,Supplier_2,Out of Stock,48,Marine structures,0.01,Eco-friendly,+91 9176504598
MAT2681,Other,Finishing,Mountain,10-25 years,Premium,Supplier_73,Limited,57,High-rise buildings,0.29,Standard,+91 7195736923
MAT2682,Limestone,Structural,Industrial,5-10 years,Economy,Supplier_52,In Stock,1,High-rise buildings,0.11,Standard,+91 9350399941
MAT2683,Marble,Facade,Urban,25-50 years,Luxury,Supplier_53,Limited,37,Tunnels,0.22,Standard,+91 7870047913
MAT2684,Paint,Insulation,Cold,50+ years,Economy,Supplier_13,Out of Stock,38,Marine structures,0.21,Standard,+91 8348536286
MAT2685,Granite,Finishing,Coastal,5-10 years,Standard,Supplier_75,In Stock,17,Tunnels,0.77,Eco-friendly,+91 7255077357
MAT2686,Copper,Other,Rural,5-10 years,Standard,Supplier_53,Limited,5,Infrastructure,0.38,Standard,+91 7870047913
MAT2687,Ceramic Tile,Insulation,Industrial,25-50 years,Luxury,Supplier_12,In Stock,3,Airports,0.52,Eco-friendly,+91 8882665594
MAT2688,Adhesive,Facade,Rural,50+ years,Luxury,Supplier_43,Out of Stock,49,Residential,0.15,Standard,+91 9038438301
MAT2689,Brick,Other,Other,25-50 years,Luxury,Supplier_64,In Stock,23,Residential,0.86,Standard,+91 7136693152
MAT2690,Wood,Finishing,Coastal,25-50 years,Premium,Supplier_65,Limited,28,High-rise buildings,0.36,Standard,+91 7085298648
MAT2691,Clay,Flooring,Humid,10-25 years,Standard,Supplier_58,Limited,7,Tunnels,0.3,Eco-friendly,+91 8538848385
MAT2692,Fiber,Facade,Urban,5-10 years,Standard,Supplier_55,Limited,55,Airports,0.02,Eco-friendly,+91 9963010084
MAT2693,Glass,Facade,Dry,10-25 years,Standard,Supplier_44,In Stock,45,High-rise buildings,0.78,Eco-friendly,+91 9090351901
MAT2694,Cement,Finishing,Cold,5-10 years,Luxury,Supplier_53,In Stock,42,Marine structures,0.11,Standard,+91 7870047913
MAT2695,Steel,Finishing,Industrial,25-50 years,Premium,Supplier_21,Limited,20,Airports,0.48,Eco-friendly,+91 8310234613
MAT2696,Aluminum,Other,Industrial,50+ years,Premium,Supplier_74,In Stock,57,Tunnels,0.8,Eco-friendly,+91 7134476577
MAT2697,Gypsum,Facade,Other,5-10 years,Luxury,Supplier_84,In Stock,14,Marine structures,0.64,Eco-friendly,+91 9340399355
MAT2698,PVC,Facade,Mountain,10-25 years,Economy,Supplier_32,Out of Stock,44,Infrastructure,0.41,Eco-friendly,+91 9984893047
MAT2699,Bitumen,Structural,Rural,50+ years,Standard,Supplier_6,Out of Stock,55,Bridges,0.52,Standard,+91 8728518031
MAT2700,Asphalt,Structural,Rural,5-10 years,Standard,Supplier_34,Out of Stock,8,Marine structures,0.73,Standard,+91 7166009399
MAT2701,Sandstone,Other,Rural,25-50 years,Standard,Supplier_17,In Stock,14,Roads and highways,0.62,Eco-friendly,+91 8388837996
MAT2702,Concrete,Decorative,Hot,25-50 years,Standard,Supplier_75,In Stock,51,High-rise buildings,0.24,Standard,+91 7255077357
MAT2703,Plaster,Decorative,Other,25-50 years,Luxury,Supplier_57,Out of Stock,51,Marine structures,0.16,Standard,+91 9189872626
MAT2704,Vinyl,Decorative,Cold,5-10 years,Luxury,Supplier_92,Out of Stock,30,Infrastructure,0.98,Eco-friendly,+91 8403005864
MAT2705,Laminate,Insulation,Mountain,50+ years,Economy,Supplier_82,Limited,31,Airports,0.82,Eco-friendly,+91 9679030191
MAT2706,Bamboo,Other,Humid,5-10 years,Premium,Supplier_16,In Stock,51,Tunnels,0.66,Eco-friendly,+91 8065031990
MAT2707,Recycled Plastic,Structural,Rural,5-10 years,Luxury,Supplier_81,In Stock,40,Residential,0.28,Standard,+91 8900263885
MAT2708,Polycarbonate,Facade,Mountain,25-50 years,Premium,Supplier_47,In Stock,57,Residential,0.48,Standard,+91 7383612833
MAT2709,Acrylic,Insulation,Industrial,50+ years,Premium,Supplier_96,In Stock,16,Infrastructure,0.05,Eco-friendly,+91 8913440148
MAT2710,Foam,Decorative,Moderate,5-10 years,Economy,Supplier_76,In Stock,50,Bridges,0.74,Standard,+91 7852225914
MAT2711,Rubber,Finishing,Humid,50+ years,Economy,Supplier_11,In Stock,23,Roads and highways,0.03,Eco-friendly,+91 7562411160
MAT2712,Other,Other,Other,50+ years,Standard,Supplier_16,Out of Stock,41,Marine structures,0.28,Eco-friendly,+91 8065031990
MAT2713,Limestone,Flooring,Humid,10-25 years,Economy,Supplier_1,Limited,26,Marine structures,0.48,Standard,+91 9821243845
MAT2714,Marble,Insulation,Industrial,25-50 years,Standard,Supplier_66,In Stock,34,Airports,0.53,Standard,+91 8512956476
MAT2715,Paint,Other,Mountain,5-10 years,Economy,Supplier_68,Limited,38,Residential,0.32,Standard,+91 7549116721
MAT2716,Granite,Flooring,Humid,5-10 years,Economy,Supplier_72,In Stock,35,Tunnels,0.45,Eco-friendly,+91 7818119199
MAT2717,Copper,Flooring,Moderate,10-25 years,Standard,Supplier_6,Out of Stock,43,Roads and highways,0.61,Standard,+91 8728518031
MAT2718,Ceramic Tile,Finishing,Other,10-25 years,Luxury,Supplier_48,Limited,17,Marine structures,0.66,Eco-friendly,+91 9115647592
MAT2719,Adhesive,Insulation,Hot,10-25 years,Luxury,Supplier_98,Out of Stock,30,Tunnels,0.89,Standard,+91 9267705300
MAT2720,Brick,Facade,Mountain,25-50 years,Economy,Supplier_17,Limited,38,Residential,0.45,Eco-friendly,+91 8388837996
MAT2721,Wood,Decorative,Rural,10-25 years,Standard,Supplier_65,Limited,29,High-rise buildings,0.52,Eco-friendly,+91 7085298648
MAT2722,Clay,Decorative,Rural,10-25 years,Economy,Supplier_24,Limited,56,High-rise buildings,0.73,Eco-friendly,+91 7116226044
MAT2723,Fiber,Structural,Cold,10-25 years,Economy,Supplier_51,In Stock,22,Infrastructure,0.62,Eco-friendly,+91 8070304578
MAT2724,Glass,Insulation,Other,10-25 years,Premium,Supplier_19,In Stock,39,Marine structures,0.41,Eco-friendly,+91 7314006623
MAT2725,Cement,Insulation,Mountain,50+ years,Economy,Supplier_35,In Stock,38,Industrial plants,0.53,Eco-friendly,+91 7672697773
MAT2726,Steel,Facade,Coastal,10-25 years,Luxury,Supplier_88,Limited,26,Industrial plants,0.11,Standard,+91 7610179969
MAT2727,Aluminum,Finishing,Coastal,25-50 years,Luxury,Supplier_3,In Stock,45,Other,0.25,Standard,+91 9511694911
MAT2728,Gypsum,Structural,Dry,10-25 years,Economy,Supplier_99,Limited,40,Other,0.91,Standard,+91 7026320860
MAT2729,PVC,Structural,Humid,5-10 years,Standard,Supplier_60,Out of Stock,6,Roads and highways,0.02,Eco-friendly,+91 7340314826
MAT2730,Bitumen,Other,Rural,5-10 years,Luxury,Supplier_60,In Stock,57,Bridges,0.68,Standard,+91 7340314826
MAT2731,Asphalt,Insulation,Urban,50+ years,Economy,Supplier_85,Limited,43,Roads and highways,0.17,Standard,+91 7128338124
MAT2732,Sandstone,Flooring,Cold,10-25 years,Economy,Supplier_54,Limited,24,High-rise buildings,0.83,Standard,+91 9458310307
MAT2733,Concrete,Finishing,Coastal,50+ years,Economy,Supplier_15,In Stock,54,Airports,0.8,Eco-friendly,+91 9855764195
MAT2734,Plaster,Finishing,Cold,10-25 years,Economy,Supplier_70,In Stock,34,Industrial plants,0.91,Eco-friendly,+91 8533177088
MAT2735,Vinyl,Decorative,Rural,25-50 years,Economy,Supplier_21,Out of Stock,17,Bridges,0.44,Eco-friendly,+91 8310234613
MAT2736,Laminate,Insulation,Rural,50+ years,Standard,Supplier_9,In Stock,60,Bridges,0.41,Eco-friendly,+91 8602792578
MAT2737,Bamboo,Other,Hot,5-10 years,Premium,Supplier_66,Out of Stock,9,Other,0.58,Eco-friendly,+91 8512956476
MAT2738,Recycled Plastic,Insulation,Moderate,5-10 years,Premium,Supplier_44,Out of Stock,32,Industrial plants,0.29,Eco-friendly,+91 9090351901
MAT2739,Polycarbonate,Other,Coastal,50+ years,Luxury,Supplier_57,Limited,59,High-rise buildings,0.6,Eco-friendly,+91 9189872626
MAT2740,Acrylic,Other,Mountain,25-50 years,Premium,Supplier_11,Out of Stock,6,Tunnels,0.08,Standard,+91 7562411160
MAT2741,Foam,Finishing,Cold,10-25 years,Luxury,Supplier_100,In Stock,20,Roads and highways,0.79,Standard,+91 9271768077
MAT2742,Rubber,Finishing,Hot,5-10 years,Luxury,Supplier_68,Out of Stock,24,Tunnels,0.32,Standard,+91 7549116721
MAT2743,Other,Decorative,Rural,5-10 years,Economy,Supplier_97,Limited,7,Roads and highways,0.64,Eco-friendly,+91 7508473815
MAT2744,Limestone,Other,Cold,50+ years,Standard,Supplier_40,Limited,37,Industrial plants,0.27,Standard,+91 9781709582
MAT2745,Marble,Facade,Cold,25-50 years,Standard,Supplier_61,Limited,37,Roads and highways,0.82,Standard,+91 8696176323
MAT2746,Paint,Decorative,Industrial,5-10 years,Luxury,Supplier_88,Out of Stock,17,High-rise buildings,0.02,Standard,+91 7610179969
MAT2747,Granite,Facade,Other,10-25 years,Standard,Supplier_27,In Stock,29,Tunnels,0.63,Standard,+91 8524779487
MAT2748,Copper,Structural,Industrial,10-25 years,Economy,Supplier_36,In Stock,16,Commercial,0.26,Standard,+91 9803405485
MAT2749,Ceramic Tile,Structural,Urban,25-50 years,Luxury,Supplier_43,Limited,31,Industrial plants,0.89,Eco-friendly,+91 9038438301
MAT2750,Adhesive,Insulation,Other,25-50 years,Standard,Supplier_64,Out of Stock,3,Other,0.8,Standard,+91 7136693152
MAT2751,Brick,Flooring,Dry,10-25 years,Luxury,Supplier_79,In Stock,38,Marine structures,0.52,Eco-friendly,+91 9340848713
MAT2752,Wood,Structural,Coastal,50+ years,Luxury,Supplier_47,Limited,44,Industrial plants,0.28,Eco-friendly,+91 7383612833
MAT2753,Clay,Flooring,Cold,5-10 years,Premium,Supplier_29,Out of Stock,35,Industrial plants,0.49,Standard,+91 8289363518
MAT2754,Fiber,Finishing,Hot,5-10 years,Luxury,Supplier_80,In Stock,4,Infrastructure,0.24,Standard,+91 8234607783
MAT2755,Glass,Insulation,Industrial,25-50 years,Luxury,Supplier_72,Out of Stock,18,Roads and highways,0.78,Eco-friendly,+91 7818119199
MAT2756,Cement,Decorative,Cold,10-25 years,Luxury,Supplier_72,In Stock,60,Commercial,0.56,Standard,+91 7818119199
MAT2757,Steel,Insulation,Moderate,50+ years,Premium,Supplier_97,Limited,42,Tunnels,0.5,Standard,+91 7508473815
MAT2758,Aluminum,Insulation,Mountain,5-10 years,Standard,Supplier_29,Out of Stock,32,Bridges,0.22,Eco-friendly,+91 8289363518
MAT2759,Gypsum,Insulation,Rural,25-50 years,Luxury,Supplier_60,Limited,38,High-rise buildings,0.3,Standard,+91 7340314826
MAT2760,PVC,Other,Humid,5-10 years,Luxury,Supplier_48,Limited,44,High-rise buildings,0.79,Standard,+91 9115647592
MAT2761,Bitumen,Other,Other,10-25 years,Premium,Supplier_15,In Stock,52,High-rise buildings,0.83,Eco-friendly,+91 9855764195
MAT2762,Asphalt,Other,Rural,50+ years,Premium,Supplier_14,In Stock,13,High-rise buildings,0.57,Standard,+91 8073534258
MAT2763,Sandstone,Finishing,Other,50+ years,Premium,Supplier_52,Out of Stock,11,Airports,0.21,Standard,+91 9350399941
MAT2764,Concrete,Finishing,Coastal,50+ years,Standard,Supplier_93,Out of Stock,16,Infrastructure,0.32,Standard,+91 7108254575
MAT2765,Plaster,Flooring,Industrial,25-50 years,Standard,Supplier_95,In Stock,19,Tunnels,0.77,Eco-friendly,+91 9970401522
MAT2766,Vinyl,Structural,Industrial,50+ years,Luxury,Supplier_52,In Stock,4,Other,0.42,Standard,+91 9350399941
MAT2767,Laminate,Finishing,Urban,10-25 years,Premium,Supplier_42,Out of Stock,53,Industrial plants,0.63,Eco-friendly,+91 8406306174
MAT2768,Bamboo,Flooring,Hot,5-10 years,Premium,Supplier_92,Out of Stock,42,Residential,0.93,Eco-friendly,+91 8403005864
MAT2769,Recycled Plastic,Structural,Coastal,10-25 years,Standard,Supplier_59,Limited,30,Tunnels,0.49,Standard,+91 8073945840
MAT2770,Polycarbonate,Insulation,Humid,5-10 years,Luxury,Supplier_56,In Stock,44,Roads and highways,0.18,Standard,+91 7103766984
MAT2771,Acrylic,Structural,Moderate,5-10 years,Luxury,Supplier_10,Out of Stock,24,Marine structures,0.86,Eco-friendly,+91 9321334334
MAT2772,Foam,Decorative,Dry,10-25 years,Premium,Supplier_29,Out of Stock,5,Bridges,0.85,Standard,+91 8289363518
MAT2773,Rubber,Insulation,Humid,25-50 years,Premium,Supplier_16,Limited,40,Airports,0.19,Eco-friendly,+91 8065031990
MAT2774,Other,Finishing,Humid,25-50 years,Premium,Supplier_86,Limited,51,Infrastructure,0.47,Standard,+91 9450871641
MAT2775,Limestone,Decorative,Coastal,50+ years,Luxury,Supplier_76,In Stock,39,Industrial plants,0.23,Eco-friendly,+91 7852225914
MAT2776,Marble,Other,Moderate,25-50 years,Premium,Supplier_25,In Stock,59,Commercial,0.72,Eco-friendly,+91 8713885374
MAT2777,Paint,Facade,Cold,50+ years,Economy,Supplier_77,Limited,58,Residential,0.32,Eco-friendly,+91 9060217800
MAT2778,Granite,Flooring,Industrial,25-50 years,Economy,Supplier_78,Out of Stock,27,Roads and highways,0.42,Eco-friendly,+91 8082914235
MAT2779,Copper,Facade,Other,10-25 years,Luxury,Supplier_17,In Stock,29,Residential,0.45,Standard,+91 8388837996
MAT2780,Ceramic Tile,Flooring,Moderate,25-50 years,Standard,Supplier_1,Limited,38,Other,0.48,Standard,+91 9821243845
MAT2781,Adhesive,Facade,Dry,5-10 years,Luxury,Supplier_9,Out of Stock,39,Industrial plants,0.42,Standard,+91 8602792578
MAT2782,Brick,Structural,Mountain,10-25 years,Economy,Supplier_40,In Stock,16,High-rise buildings,0.31,Eco-friendly,+91 9781709582
MAT2783,Wood,Decorative,Cold,10-25 years,Economy,Supplier_88,Limited,45,Infrastructure,0.89,Standard,+91 7610179969
MAT2784,Clay,Decorative,Moderate,10-25 years,Premium,Supplier_45,Limited,21,Other,0.08,Eco-friendly,+91 9747014289
MAT2785,Fiber,Other,Hot,5-10 years,Standard,Supplier_90,Limited,14,Roads and highways,0.61,Standard,+91 8844758293
MAT2786,Glass,Finishing,Hot,10-25 years,Luxury,Supplier_90,Out of Stock,20,Other,0.89,Standard,+91 8844758293
MAT2787,Cement,Flooring,Dry,10-25 years,Luxury,Supplier_41,Limited,23,Marine structures,0.89,Standard,+91 7742047658
MAT2788,Steel,Insulation,Other,50+ years,Luxury,Supplier_13,Limited,52,Other,0.53,Standard,+91 8348536286
MAT2789,Aluminum,Flooring,Mountain,50+ years,Luxury,Supplier_91,Limited,21,Commercial,0.72,Standard,+91 9064495443
MAT2790,Gypsum,Decorative,Industrial,5-10 years,Standard,Supplier_41,Out of Stock,24,Other,0.83,Eco-friendly,+91 7742047658
MAT2791,PVC,Other,Dry,25-50 years,Premium,Supplier_66,Limited,28,Other,0.77,Eco-friendly,+91 8512956476
MAT2792,Bitumen,Facade,Cold,25-50 years,Standard,Supplier_62,Limited,26,Commercial,0.9,Standard,+91 9124597330
MAT2793,Asphalt,Decorative,Hot,10-25 years,Economy,Supplier_60,Out of Stock,14,High-rise buildings,0.3,Standard,+91 7340314826
MAT2794,Sandstone,Finishing,Humid,25-50 years,Luxury,Supplier_56,Limited,24,Bridges,0.29,Eco-friendly,+91 7103766984
MAT2795,Concrete,Decorative,Cold,50+ years,Premium,Supplier_94,Limited,46,Roads and highways,0.76,Eco-friendly,+91 9479368062
MAT2796,Plaster,Finishing,Hot,5-10 years,Standard,Supplier_66,Out of Stock,24,Bridges,0.24,Standard,+91 8512956476
MAT2797,Vinyl,Finishing,Rural,50+ years,Economy,Supplier_94,Out of Stock,29,Tunnels,0.63,Eco-friendly,+91 9479368062
MAT2798,Laminate,Facade,Humid,5-10 years,Economy,Supplier_14,In Stock,2,Other,0.43,Standard,+91 8073534258
MAT2799,Bamboo,Other,Mountain,10-25 years,Economy,Supplier_69,Limited,49,Infrastructure,0.65,Standard,+91 8122680822
MAT2800,Recycled Plastic,Facade,Industrial,5-10 years,Standard,Supplier_30,Out of Stock,56,High-rise buildings,0.08,Eco-friendly,+91 9297528863
MAT2801,Polycarbonate,Decorative,Mountain,25-50 years,Standard,Supplier_52,In Stock,49,Residential,0.75,Standard,+91 9350399941
MAT2802,Acrylic,Flooring,Coastal,50+ years,Premium,Supplier_22,Out of Stock,16,Commercial,0.92,Standard,+91 9800188482
MAT2803,Foam,Facade,Moderate,10-25 years,Premium,Supplier_21,Limited,16,Roads and highways,0.38,Eco-friendly,+91 8310234613
MAT2804,Rubber,Structural,Cold,5-10 years,Economy,Supplier_12,In Stock,59,Roads and highways,0.9,Eco-friendly,+91 8882665594
MAT2805,Other,Decorative,Industrial,50+ years,Economy,Supplier_20,In Stock,12,Bridges,0.7,Standard,+91 7796737492
MAT2806,Limestone,Flooring,Hot,5-10 years,Standard,Supplier_91,Out of Stock,36,Other,0.48,Standard,+91 9064495443
MAT2807,Marble,Other,Hot,25-50 years,Premium,Supplier_95,Limited,44,Tunnels,0.59,Standard,+91 9970401522
MAT2808,Paint,Other,Cold,50+ years,Luxury,Supplier_3,Limited,8,Roads and highways,0.91,Standard,+91 9511694911
MAT2809,Granite,Decorative,Dry,50+ years,Standard,Supplier_88,In Stock,1,Other,0.15,Eco-friendly,+91 7610179969
MAT2810,Copper,Other,Humid,5-10 years,Economy,Supplier_58,Limited,32,Bridges,0.58,Standard,+91 8538848385
MAT2811,Ceramic Tile,Insulation,Humid,10-25 years,Economy,Supplier_81,In Stock,14,Bridges,0.65,Standard,+91 8900263885
MAT2812,Adhesive,Other,Rural,5-10 years,Premium,Supplier_19,Limited,2,Infrastructure,0.64,Eco-friendly,+91 7314006623
MAT2813,Brick,Finishing,Mountain,25-50 years,Economy,Supplier_90,Out of Stock,29,Bridges,0.66,Standard,+91 8844758293
MAT2814,Wood,Flooring,Urban,50+ years,Luxury,Supplier_77,Limited,18,Industrial plants,0.74,Eco-friendly,+91 9060217800
MAT2815,Clay,Flooring,Mountain,50+ years,Premium,Supplier_14,Limited,58,Marine structures,0.21,Eco-friendly,+91 8073534258
MAT2816,Fiber,Structural,Coastal,25-50 years,Luxury,Supplier_17,Out of Stock,19,High-rise buildings,0,Standard,+91 8388837996
MAT2817,Glass,Facade,Humid,5-10 years,Luxury,Supplier_61,Out of Stock,30,High-rise buildings,0.51,Standard,+91 8696176323
MAT2818,Cement,Flooring,Mountain,50+ years,Economy,Supplier_3,In Stock,54,Bridges,0.86,Standard,+91 9511694911
